delta_cont,lnA_pre_cont
5.719063545150502,-0.28595317725752517
5.819397993311037,-0.2909698996655519
5.919732441471572,-0.29598662207357856
6.0200668896321075,-0.30100334448160543
6.120401337792642,-0.30602006688963207
6.2207357859531776,-0.31103678929765893
6.321070234113712,-0.3160535117056856
6.421404682274248,-0.32107023411371244
6.521739130434783,-0.3260869565217392
6.622073578595318,-0.33110367892976594
6.722408026755853,-0.3361204013377927
6.822742474916388,-0.34113712374581934
6.923076923076923,-0.34615384615384615
7.023411371237458,-0.35117056856187295
7.1237458193979935,-0.3561872909698996
7.224080267558529,-0.36120401337792646
7.3244147157190636,-0.3662207357859532
7.424749163879599,-0.3712374581939799
7.525083612040134,-0.3762541806020067
7.625418060200669,-0.3812709030100334
7.725752508361205,-0.3862876254180603
7.826086956521739,-0.391304347826087
7.926421404682275,-0.3963210702341138
8.02675585284281,-0.40133779264214053
8.127090301003344,-0.4063545150501671
8.22742474916388,-0.4113712374581941
8.327759197324415,-0.4163879598662208
8.42809364548495,-0.4214046822742475
8.528428093645486,-0.42642140468227435
8.62876254180602,-0.431438127090301
8.729096989966555,-0.4364548494983277
8.82943143812709,-0.44147157190635455
8.929765886287626,-0.44648829431438125
9.03010033444816,-0.451505016722408
9.130434782608695,-0.45652173913043465
9.230769230769232,-0.46153846153846156
9.331103678929766,-0.4665551839464883
9.431438127090301,-0.471571906354515
9.531772575250836,-0.47658862876254177
9.632107023411372,-0.4816053511705685
9.732441471571907,-0.48662207357859527
9.832775919732441,-0.491638795986622
9.933110367892978,-0.49665551839464883
10.033444816053512,-0.5016722408026755
10.133779264214047,-0.5066889632107022
10.234113712374581,-0.5117056856187291
10.334448160535118,-0.516722408026756
10.434782608695652,-0.5217391304347826
10.535117056856187,-0.5267558528428093
10.635451505016723,-0.5317725752508362
10.735785953177258,-0.5367892976588629
10.836120401337793,-0.5418060200668896
10.936454849498329,-0.5468227424749166
11.036789297658864,-0.5518394648829433
11.137123745819398,-0.5568561872909699
11.237458193979933,-0.5618729096989965
11.33779264214047,-0.5668896321070235
11.438127090301004,-0.5719063545150502
11.538461538461538,-0.5769230769230768
11.638795986622075,-0.5819397993311037
11.73913043478261,-0.5869565217391306
11.839464882943144,-0.5919732441471572
11.939799331103679,-0.5969899665551839
12.040133779264215,-0.6020066889632109
12.14046822742475,-0.6070234113712375
12.240802675585284,-0.6120401337792644
12.34113712374582,-0.617056856187291
12.441471571906355,-0.6220735785953179
12.54180602006689,-0.6270903010033446
12.642140468227424,-0.6321070234113711
12.74247491638796,-0.6371237458193981
12.842809364548495,-0.6421404682274248
12.94314381270903,-0.6471571906354515
13.043478260869566,-0.6521739130434782
13.143812709030101,-0.657190635451505
13.244147157190636,-0.6622073578595317
13.34448160535117,-0.6672240802675585
13.444816053511706,-0.6722408026755853
13.545150501672241,-0.677257525083612
13.645484949832776,-0.6822742474916388
13.745819397993312,-0.6872909698996655
13.846153846153847,-0.6923076923076923
13.946488294314381,-0.697324414715719
14.046822742474916,-0.7023411371237458
14.147157190635452,-0.7073578595317727
14.247491638795987,-0.7123745819397993
14.347826086956522,-0.717391304347826
14.448160535117058,-0.7224080267558529
14.548494983277592,-0.7274247491638797
14.648829431438127,-0.7324414715719063
14.749163879598662,-0.7374581939799331
14.849498327759198,-0.7424749163879599
14.949832775919733,-0.7474916387959867
15.050167224080267,-0.7525083612040133
15.150501672240804,-0.7575250836120402
15.250836120401338,-0.7625418060200669
15.351170568561873,-0.7675585284280937
15.45150501672241,-0.7725752508361204
15.551839464882944,-0.7775919732441472
15.652173913043478,-0.782608695652174
15.752508361204013,-0.7876254180602007
15.85284280936455,-0.7926421404682275
15.953177257525084,-0.7976588628762542
16.05351170568562,-0.802675585284281
16.153846153846153,-0.8076923076923078
16.254180602006688,-0.8127090301003344
16.354515050167226,-0.8177257525083613
16.45484949832776,-0.8227424749163881
16.555183946488295,-0.8277591973244147
16.65551839464883,-0.8327759197324415
16.755852842809364,-0.8377926421404682
16.8561872909699,-0.842809364548495
16.956521739130434,-0.8478260869565217
17.056856187290972,-0.8528428093645486
17.157190635451506,-0.8578595317725753
17.25752508361204,-0.8628762541806021
17.357859531772576,-0.8678929765886287
17.45819397993311,-0.8729096989966556
17.558528428093645,-0.8779264214046822
17.65886287625418,-0.8829431438127089
17.759197324414718,-0.8879598662207359
17.859531772575252,-0.8929765886287626
17.959866220735787,-0.8979933110367894
18.06020066889632,-0.903010033444816
18.160535117056856,-0.9080267558528428
18.26086956521739,-0.9130434782608695
18.361204013377925,-0.9180602006688963
18.461538461538463,-0.9230769230769231
18.561872909698998,-0.9280936454849499
18.662207357859533,-0.9331103678929766
18.762541806020067,-0.9381270903010034
18.862876254180602,-0.9431438127090301
18.963210702341136,-0.9481605351170567
19.06354515050167,-0.9531772575250835
19.16387959866221,-0.9581939799331105
19.264214046822744,-0.9632107023411373
19.36454849498328,-0.9682274247491639
19.464882943143813,-0.9732441471571907
19.565217391304348,-0.9782608695652174
19.665551839464882,-0.9832775919732442
19.765886287625417,-0.9882943143812708
19.866220735785955,-0.9933110367892978
19.96655518394649,-0.9983277591973245
20.066889632107024,-1.0033444816053512
20.16722408026756,-1.008361204013378
20.267558528428093,-1.0133779264214047
20.367892976588628,-1.0183946488294313
20.468227424749163,-1.0234113712374582
20.5685618729097,-1.028428093645485
20.668896321070235,-1.0334448160535117
20.76923076923077,-1.0384615384615385
20.869565217391305,-1.0434782608695652
20.96989966555184,-1.048494983277592
21.070234113712374,-1.0535117056856187
21.17056856187291,-1.0585284280936453
21.270903010033447,-1.0635451505016724
21.37123745819398,-1.068561872909699
21.471571906354516,-1.0735785953177257
21.57190635451505,-1.0785953177257526
21.672240802675585,-1.0836120401337792
21.77257525083612,-1.088628762541806
21.872909698996658,-1.093645484949833
21.973244147157192,-1.0986622073578596
22.073578595317727,-1.1036789297658864
22.17391304347826,-1.108695652173913
22.274247491638796,-1.1137123745819397
22.37458193979933,-1.1187290969899666
22.474916387959865,-1.1237458193979932
22.575250836120404,-1.12876254180602
22.67558528428094,-1.133779264214047
22.775919732441473,-1.1387959866220736
22.876254180602007,-1.1438127090301005
22.976588628762542,-1.148829431438127
23.076923076923077,-1.1538461538461537
23.17725752508361,-1.1588628762541806
23.27759197324415,-1.1638795986622075
23.377926421404684,-1.1688963210702341
23.47826086956522,-1.173913043478261
23.578595317725753,-1.1789297658862876
23.678929765886288,-1.1839464882943145
23.779264214046822,-1.1889632107023411
23.879598662207357,-1.1939799331103678
23.979933110367895,-1.1989966555183948
24.08026755852843,-1.2040133779264215
24.180602006688964,-1.2090301003344481
24.2809364548495,-1.214046822742475
24.381270903010034,-1.2190635451505016
24.48160535117057,-1.2240802675585285
24.581939799331103,-1.2290969899665551
24.68227424749164,-1.234113712374582
24.782608695652176,-1.2391304347826089
24.88294314381271,-1.2441471571906355
24.983277591973245,-1.2491638795986622
25.08361204013378,-1.254180602006689
25.183946488294314,-1.2591973244147157
25.28428093645485,-1.2642140468227425
25.384615384615387,-1.2692307692307694
25.48494983277592,-1.274247491638796
25.585284280936456,-1.279264214046823
25.68561872909699,-1.2842809364548495
25.785953177257525,-1.2892976588628762
25.88628762541806,-1.294314381270903
25.986622073578594,-1.2993311036789297
26.086956521739133,-1.3043478260869565
26.187290969899667,-1.3093645484949834
26.287625418060202,-1.31438127090301
26.387959866220736,-1.319397993311037
26.48829431438127,-1.3244147157190636
26.588628762541806,-1.3294314381270902
26.68896321070234,-1.334448160535117
26.78929765886288,-1.339464882943144
26.889632107023413,-1.3444816053511706
26.989966555183948,-1.3494983277591974
27.090301003344482,-1.354515050167224
27.190635451505017,-1.359531772575251
27.29096989966555,-1.3645484949832776
27.391304347826086,-1.3695652173913042
27.491638795986624,-1.3745819397993313
27.59197324414716,-1.379598662207358
27.692307692307693,-1.3846153846153846
27.792642140468228,-1.3896321070234114
27.892976588628763,-1.394648829431438
27.993311036789297,-1.399665551839465
28.093645484949832,-1.4046822742474916
28.19397993311037,-1.4096989966555185
28.294314381270905,-1.4147157190635453
28.39464882943144,-1.419732441471572
28.494983277591974,-1.4247491638795986
28.59531772575251,-1.4297658862876255
28.695652173913043,-1.434782608695652
28.795986622073578,-1.439799331103679
28.896321070234116,-1.4448160535117058
28.99665551839465,-1.4498327759197325
29.096989966555185,-1.4548494983277593
29.19732441471572,-1.459866220735786
29.297658862876254,-1.4648829431438126
29.39799331103679,-1.4698996655518395
29.498327759197323,-1.4749163879598661
29.59866220735786,-1.479933110367893
29.698996655518396,-1.4849498327759199
29.79933110367893,-1.4899665551839465
29.899665551839465,-1.4949832775919734
30.0,-1.5
